title	text
ផ្គើន	<p>(កិ. ឬ កិ. វិ.) ធ្វើ​ទទឹង​ទាស់, កន្លង​បញ្ញត្តិ, កន្លង​ឱវាទ ដោយ​អាការ​បញ្ឆោះ​ឬ​បញ្ឈឺ​ចិត្ត: ផ្គើន​ឲ្យ​ឈឺ​ចិត្ត; និយាយ​ផ្គើន, ដើរ​ផ្គើន, ធ្វើ​ការ​ផ្គើន​ឲ្យ ។</p>
ផ្គុំ	<p>(កិ.) ធ្វើ​ឲ្យ​រួម​គ្នា, ឲ្យ​ចូល​ចិត្ត​ជាប់​នឹង​គ្នា: ផ្គុំ​ការ, ផ្គុំ​ដែក, ផ្គុំ​ដៃ ។ ប. ពាក្យ​សម្រាប់​និយាយ​រួម​ជាមួយ​នឹង​ពាក្យ ផ្សំ ថា: ផ្សំផ្គុំ គឺ​ផ្សំ​ឲ្យ​ជា​មេត្រី​នឹង​គ្នា ឬ​ផ្សំ​ឲ្យ​បាន​គ្នា​ជា​ប្ដី​ប្រពន្ធ ។</p>
ផ្ងក់​ៗ	<p>(កិ. វិ.) អំពី​ដំណើរ​ងក់​ងើយ​រឿយ​ៗ​ដោយ​អាការ​នៃ​ជរា​បៀតបៀន ជាដើម: ដើរ​ផ្ងក់​ៗ; ធ្វើ​ការ​ផ្ងក់​ៗ (ប្រើ​ជា ភ្ងក់​ៗ ក៏​បាន ព្រោះ​មាន​ប្រភព​ជា ងក់​ៗ​ងើប​ៗ​រឿយ​ៗ) ។</p>
ផ្ងាក	<p>(កិ.) ងាក​ស្រងាក​ទៅ​ខាង​ក្រោយ, ទ្រេត​ផ្ងារ​ទៅ​ខាង​ក្រោយ ។</p>
ផ្ងាក់ផ្ងើក	<p>(កិ. វិ.) បះ​ចុះ​បះ​ឡើង​ងក់ងើក, ប៉ាក់ប៉ើក ។</p>
ផ្ងារ	<p>(កិ. ឬ កិ. វិ.) ប្រែ​យក​ពោះ​មក​ខាង​លើ យក​ខ្នង​ទៅ​ខាង​ក្រោម​ឬ​យក​មុខ​មក​ខាង​លើ​យក​ក្រោយ​ទៅ​ខាង​ក្រោម: ផ្ងារ​ប្រអប់; ដាក់​ផ្ងារ, ដេក​ផ្ងារ, ដួល​ផ្ងារ ។ ផ្ងារ​ស្រទាង ផ្ងារ​ដូច​គេ​ត្រដាង ។ ផ្ងារ​ចង្គ្រាង ផ្ងារ​ច្រងាង ។ ព. ផ្ទ. ផ្កាប់ ។</p>
ផ្ងាវ	<p>(គុ.) ពាក្យ​សម្រាប់​និយាយ​ផ្សំ​ជាមួយ​នឹង​ពាក្យ ស ថា: ដាវ​ស​ផ្ងាវ គឺ​ដាវ​ដែល​មាន​សម្បុរ-ស​ភ្លឺ​ស្ងាច ។</p>
ផ្ងុប	<p>(កិ.) ធ្វើ​ឲ្យ​ងប់​ចុះ, ឲ្យ​ទោរ​ទៅ​មុខ: ផ្ងុប​ចុះ, ចាប់​ផ្ងុប ។ (តាម​ប្រភព​ពាក្យ​ថា ងប់ (ធ្វើ​ឲ្យ ងប់ ចុះ) គួរ​ប្រើ ភ្ងប់ ប៉ុន្តែ​ដោយ​ធ្លាប់​ប្រើ ផ្ងុប យូរ​ហើយ ក៏​ត្រូវតែ​ប្រើ​ត​ទៅ​ទៀត​ចុះ, ឬ​បើ​ត្រូវ​ការ​ប្រើ ភ្ងប់ ក៏​សឹង​តែ​បាន) ។</p>
ផ្ងូត	<p>(កិ.) ញ៉ាំង​ឲ្យ​ងូត, ងូត​ទឹក​ឲ្យ: ម្ដាយ​ងូត​ទឹក​កូន ។ (តាម​ប្រភព​ពាក្យ​ ងូត (ញ៉ាំង​អ្នក​ដទៃ​ឲ្យ ងូត) គួរ​តែ​ប្រើ ភ្ងូត ប៉ុន្តែ​ធ្លាប់​តែ​ប្រើ ផ្ងូត យូរ​ហើយ, ឬ​បើ​ត្រូវ​ការ​ប្រើ ភ្ងូត ក៏​សឹង​តែ​បាន) ។</p>
ផ្ងើយ	<p>(កិ.) ធ្វើ​ឲ្យ​ងើយ, ចាប់​ឲ្យ​ងើយ: ផ្ងើយ​ឡើង, ចាប់​ផ្ងើយ ។ (ប្រើ​ជា ភ្ងើយ តាម​ប្រភព​ពាក្យ​ថា ធ្វើ​ឲ្យ ងើយ ក៏​សឹង​តែ​បាន) ។</p>
ផ្ងំ	<p>(កិ.) ធ្វើ​ឲ្យ​ងំ, ដាក់​បង្អង់​ទុក​ឲ្យ​ងំ​ដោយ​ចំហាយ​ក្ដៅ: ផ្ងំ​បាយ ។ ព. ប្រ. នៅ​ដំអក់​យូរ​ជ្រងំ​មាន​អាការ​ដូច​គេ​ផ្ងំ​បាយ: ចុះ​ផ្ងំ​នៅ​ដល់​ណា​ទៀត ! (ប្រើ​ជា ភ្ងំ តាម​ប្រភព​ពាក្យ​ថា ធ្វើ​ឲ្យ ងំ ក៏​សឹង​តែ​បាន) ។</p>
ផ្ចង់	<p>(កិ.) ធ្វើ​ដោយ​ពេញ​ចំណង់ គឺ​ធ្វើ​អ្វី​ៗ​ដោយ​ពិនិត្យ​ពិច័យ ។ ផ្ចង់​ចិត្ត តាំង​ចិត្ត​ដោយ​ប្រុង ។</p>
ផ្ចប់​ៗ	<p>(ឧ.) សូរ​ឮ​ដោយ​ជញ្ជាប់​មាត់​ឬ​ដោយ​ត្របាក់​ស៊ី ។ ផ្ចាប់​ៗ</p>
ផ្ចាច់	<p>(កិ.) ចាប់​ទង្គិច​គូទ (ព. សា.) ។</p>
ផ្ចាញ់	<p>(កិ.) ធ្វើ​ឲ្យ​ចាញ់ ។ ផ្ចាញ់​ផ្ចាល ឬ ផ្ចាល​ផ្ចាញ់ ធ្វើ​ឲ្យ​ចាញ់​ឲ្យ​រាង​ចាល​លែង​ហ៊ាន​ត​ទៅ​ទៀត ឬ​ផ្តន្ទា​បង្អាប់​បង្អោន​ឲ្យ​មាន​អៀន​អន់​រាង​ចាល ។</p>
ផ្ចាប់​ៗ	<p>(ម. ព. ផ្ចប់​ៗ) ។</p>
ផ្ចាល	<p>(កិ.) ធ្វើ​ឲ្យ​ចាល, ឲ្យ​រាង​ចាល (ម. ព. ផ្ចាញ់ ផង): សង្ឃ​ផ្ចាល​ភិក្ខុ​ដែល​មាន​មានះ​របឹង​រឹងរូស ។</p>
ផ្ចិតផ្ចង់	<p>(កិ.) ធ្វើ​ដោយ​ផ្ចង់​អស់​ពី​ចិត្ត អស់​ពី​ចំណង់ (ម. ព. ផ្ចង់ ផង) ។ កិ. វិ.: ធ្វើ​ការ​ផ្ចិតផ្ចង់ ។</p>
ផ្ចុក	<p>(កិ. វិ.) ដែល​ជិត​ណាស់​ហាក់​ដូច​គេ​យក​អ្វី​ទៅ​ចុក: បាញ់​ផ្ចុក, ដាក់​ផ្ចុក ។</p>
ផ្ចុងផ្ដើម	<p>(កិ.) ទំនុក​បម្រុង​ឲ្យ​ឃើញ​ចុង​ឃើញ​ដើម គឺ​ប្រដុង​ប្រជា​ដោយ​សព្វ​គ្រប់​ឲ្យ​ដុះដាល​ចម្រើន: មាតា​បិតា​ផ្ចុង​ផ្ដើម​កូន​ឲ្យ​រៀន​សូត្រ ឬ ឲ្យ​ធ្វើ​ការ​រក​ស៊ី ។</p>
ផ្ចុច	<p>(កិ. ឬ កិ. វិ.) សូរ​ដូច​គេ​ចាប់​ច្បុច, ចុច​សួរ​ស្កាត់​មិន​ឲ្យ​​គេចកែ​រួច: ផ្ចុច​សួរ; សួរ​ផ្ចុច ។</p>
ផ្ចោត	<p>(កិ. ឬ កិ. វិ.) ធ្វើ​ឲ្យ​ចោត​ចុះ​ទៅ​ក្រោម, សំដៅ​ដាក់​ចំ​ពី​លើ: ព្រាន​ផ្ចោត​កាំភ្លើង​ពី​លើ​ធ្នះ​បាញ់​សំដៅ ជ្រូក​ព្រៃ; បាញ់​ផ្ចោត ។</p>
ផ្ញាច់​ៗ	<p>(ឧ.) សូរ​ឮ​ដោយ​ទំពា: ទំពា​ផ្ញាច់​ៗ (ព. សា.) ។</p>
ផ្ញាញ​ៗ	<p>(កិ. វិ.) អំពី​អាការ​ទំពា​មើល​ទៅ​ឃើញ​ផ្ញាញ​ៗ: ទំពា​ផ្ញាញ​ៗ ។</p>
ផ្ញុក	<p>(កិ. ឬ កិ. វិ.) រុញ​ដាក់​ឲ្យ​ញ៉ុក​ណែន, ចាប់​ញាត់​ត្រសុក​ទៅ​ក្នុង​ទី​សុកមម៉ុក: ផ្ញុក​ថែម​ទៀត, ដាក់​ប៉ុណ្ណឹង​ល្មម​ហើយ កុំ​យក​ទៅ​ផ្ញុក​ច្រើន​ពេក ។</p>
ផ្ញុច	<p>(កិ. ឬ កិ. វិ.) រុញ​ដាក់​ឲ្យ​ទល់​ឲ្យ​ដល់​ឲ្យ​ប៉ះ​នឹង​អ្វី​មួយ: ចាប់​ផ្ញុច, រុញ​ផ្ញុច, សង្កត់​ផ្ញុច ។</p>
ផ្ញើ	<p>(កិ.) បញ្ជូន​បញ្ញើ​ពី​ទី​មួយ​ទៅ​កាន់​ទី​មួយ​ទៀត: ផ្ញើ​សំបុត្រ​ទៅ​បង​ប្អូន​នៅ​កំពង់ចាម, ផ្ញើ​អីវ៉ាន់​តាម​កប៉ាល់ ។ ដាក់​ទុក​ឲ្យ​គេ​ទទួល​បញ្ញើ​ដោយ​មាន​ពាក្យ​ផ្ដាំ ឬ សន្យា​យ៉ាង​ណា​ៗ: ខ្ញុំ​សុំ​ផ្ញើ​ហិប​នេះ​នៅ​ផ្ទះ​អ្នក​សិន​ដល់​ថ្ងៃ​ស្អែក​ខ្ញុំ​នឹង​មក​យក ។</p>
ផ្ញៀវ	<p>(ន.) ឈ្មោះ​ឈើ​មួយ​ប្រភេទ មាន​ផ្លែ​ចេញ​ពី​មែក​ឬ​ពី​ដើម​ជា​ចង្កោម​ៗ មាន​រស​ជូរ​អែម​ឬ​ជូរ បរិភោគ​ជា​ចំណី​បាន ។</p>
ផ្ញោញ​ៗ	<p>(កិ. វិ.) អំពី​អាការ​ទំពា​ធ្វើ​មាត់​ច្របូញ​រឿយ​ៗ: ទំពា​ផ្ញោញ​ៗ ។</p>
ផ្ដន្ទា	<p>ជើង ដ, ផ្ដន់-ទា (កិ.) ផ្ចាល, ធ្វើ​ទោស​ផ្ចាល; បន់​ឲ្យ​គេ​វិនាស: ត្រូវ​ផ្ដន្ទា​វា​តាម​ច្បាប់ ។</p>
ផ្ដល់	<p>ជើង ដ (កិ.) ធ្វើ​ឲ្យ​ដល់, ឲ្យ​ធួន គឺ​ជួយ​បង្គ្រប់, ជួយ​បំពេញ ឲ្យ​គ្រប់​គ្រាន់, ឲ្យ​ដល់​ទី​បំផុត​កិច្ចការ ។</p>
ផ្ដាក់ផ្ដឺត	<p>ជើង ដ (ម. ព. ផ្ដឺតផ្ដក់) ។</p>
ផ្ដាច់	<p>ជើង ដ (កិ.) ធ្វើ​ឲ្យ​ដាច់ (បុ. សរ. ផ្ដេច) ។ ល្អ​ផ្ដាច់ ល្អ​ដាច់​គេ ។ ខូច​ផ្ដាច់ ខូច​ជាង​គេ ។ ផ្ដាច់ផ្ដិល ឬ ផ្ដិលផ្ដាច់ ផ្ដិល​ឲ្យ​ដាច់​ផុត​លែង​មាន​ត​ទៅ​ទៀត ។ ផ្ដាច់​បង់ កាត់​បង់; សម្លាប់ ។ ផ្ដាច់​ព្រ័ត្រ (ព. ប្រ.) ធ្វើ​បង្ហើយ​ត្រឹម​ប៉ុណ្ណេះ​លែង​ធ្វើ​ត​ទៅ​ទៀត: លេង​ផ្ដាច់​ព្រ័ត្រ, ធ្វើ​ការ​ផ្ដាច់​ព្រ័ត្រ (ព. ប្រ.) ។</p>
ផ្ដាស	<p>ជើង ដ (និ. ជា គុ ឬ កិ. វិ.) ដែល​ទាស​ចេញ​ខុស​ពី​ផ្លូវ​ពី​គន្លង, ខុស​របៀប, ខុស​ច្បាប់ ខុស​សណ្ដាប់, មិនមែន, មិន​ពិត: មនុស្ស​ផ្ដាស; និយាយ​តែ​ផ្ដាស ។ ផ្ដាស ! ខុស !, ព្រើល !...។ មនុស្ស​ទាំង​ផ្ដាស មនុស្ស​ដែល​គេ​មិន​ស្គាល់​ថា​មក​ពី​ណា នៅ​ឯណា អាក្រក់​ឬ​ល្អ​យ៉ាង​ណា: កុំ​ជឿ​ពាក្យ​មនុស្ស​ទាំង​ផ្ដាស (ប្រើ​ជា​ពហុវចនៈ) ។</p>
ផ្ដាសា	<p>ជើង ដ (កិ.) ពោល​ពាក្យ​ផ្ដន្ទា, ជេរ​ប្រទេច​ផ្ដន្ទា​ឲ្យ​គេ​វិនាស; ដាក់​បណ្ដាសា: គេ​ផ្ដាសា​វា​ខ្លាំង​ណាស់ ព្រោះ​វា​ដើរ​ជាន់​ដំណាំ​គេ​ខ្ទេចខ្ទី​អស់ ។</p>
ផ្ដាសាយ	<p>ជើង ដ (ន.) ឈ្មោះ​រោគ​មួយ​ប្រភេទ​មាន​អាការ​បណ្ដាល​ឲ្យ​កណ្ដាស់ ឲ្យ​ហូរ​ហៀរ​ទឹក​សំបោរ ។ ប្រើ​ជា កិ. ក៏​បាន: ខ្ញុំ​ផ្ដាសាយ​ពី​បី​ថ្ងៃ​ហើយ ។</p>
ផ្ដិត	<p>ជើង ដ (កិ.) ធ្វើ​ឲ្យ​ដិត​ឬ​ឲ្យ​ជក់​ដោយ​សង្កត់​ចុះ ។ ន. ឈ្មោះ​ក្រដាស​សាច់​ព្រួក សម្រាប់​ផ្ដិត​ឲ្យ​ជក់​ទឹក​សរសេរ: ក្រដាស​ផ្ដិត (ម. ព. ផ្ដេក ទៀត​ផង) ។</p>
ផ្ដិល	<p>ជើង ដ (កិ. ឬ កិ. វិ.) ធ្វើ​ឲ្យ​ដាច់, ឲ្យ​កំបុត, ឲ្យ​ផុត លែង​មាន​ត​ទៅ​ទៀត: ផ្ដិល​បំផុត​ពូជ; កាប់​ផ្ដិល (មើល​ក្នុង​ពាក្យ ផ្ដាច់ ទៀត​ផង) ។</p>
ផ្ដឺត​ៗ	<p>ជើង ដ (គុ. ឬ កិ. វិ.) ដែល​មាន​អាការ​ម្លឺត​ៗ ឬ​ដែល​ដក​ច្បួស​ម្លឺត​ៗ: ដើរ​លុយ​ភក់​ផ្ដឺត​ៗ ។</p>
ផ្ដឺតផ្ដក់	<p>ជើង ដ (គុ. ឬ កិ. វិ.) ដែល​មាន​អាការ​ហត់​ដក​ដង្ហើម​ដោយ​លំបាក (និយាយ​ថា ផ្ដាក់ផ្ដឺត ក៏​បាន) ។</p>
ផ្ដុស	<p>ជើង ដ (គុ.) ដែល​មាន​ក្លិន​ធុំ​ស្ទើរ​ជូរ​ស្ទើរ​ឆ្អាប​ស្ទើរ​ស្អុយ កើត​មាន​ដោយ​ផ្អួរ, ផ្អូម ។</p>
ផ្ដូត	<p>ជើង ដ (ន.) ឈ្មោះ​រោគ​មួយ​ប្រភេទ​កើត​នៅ​ស្បែក​មនុស្ស ដុះ​ដោរ​ឡើង​ជា​សាច់​ទន់​សម្បុរ​ជាំ មាន​ទំហំ​ប្រមាណ​ប៉ុន​គ្រាប់​សណ្ដែក​បាយ​ឬ​ប៉ុន​គ្រាប់​ពោត​ឬ​ក៏​ធំ​ទ្រើស​ជាង​នោះ​ទៅ​ទៀត ។</p>
ផ្ដួច	<p>ជើង ដ (កិ.) ដួច​ឡើង, កកើត​ឡើង, តាំង​ឡើង​ជាង​មុន ។ ផ្ដួចផ្ដើម តាំង​កកើត​ឡើង​ជា​មុន​បង្អស់, ដួច​ឡើង​ដើម​ដំបូង ។</p>
ផ្ដួល	<p>ជើង ដ (កិ.) ធ្វើ​ឲ្យ​ដួល: ផ្ដួល​ខ្លួន, ផ្ដួល​ត្បាល់ ។ ព. ប្រ. ធ្វើ​ឲ្យ​ចាញ់, ឲ្យ​វិនាស: ផ្ដួល​ឲ្យ​ធ្លាក់​យស​ស័ក្តិ ។ ម. ព. ផ្ដេកផ្ដួល ក្នុង​ពាក្យ​ ផ្ដេក ។</p>
ផ្ដើម	<p>ជើង ដ (កិ.) តាំង​ឡើង​ជា​មុន, ចាប់​ក​ធ្វើ​ជា​ខាង​ដើម, នាំ​ធ្វើ​មុន​គេ, ប្រារព្ធ: ផ្ដើម​កសាង​សាលា​រៀន, ផ្ដើម​ជីក​ស្រះ ។</p>
ផ្ដៀង	<p>ជើង ដ (កិ.) ប្រាប់, ជម្រាប, ប្ដឹង​ដោយ​មាត់​ទទេ ឬ​ដោយ​សូត្រ​ជា​សេចក្ដី​រៀបរាប់​ឲ្យ​ដឹង (ស. ស. ប្រើ​ចំពោះ​តែ​សមណៈ, បព្វជិត) ត្រូវ​ភិក្ខុ​មួយ​រូប​ជា​អ្នក​ឈ្លាស​ប្រតិពល​ផ្ដៀង​ជំនុំ​សង្ឃ​ឲ្យ​ដឹង​ជាមុន...។</p>
ផ្ដៀងផ្ដង	<p>ជើង ដ (កិ.) និយាយ​បញ្ឆិតបញ្ឆៀង​នាយ​អាយ, និយាយ​ដួសដង, និយាយ​ដៀង​ទៅ​រក ។</p>
ផ្ដៀច	<p>ជើង ដ (គុ.) ដែល​ល្អៀច, ដែល​ជ្រាយ​ល្អៀច​ៗ ។ ផ្ដៀច​ៗ</p>
ផ្ដេក	<p>ជើង ដ (កិ.) ញ៉ាំង​អ្នក​ដទៃ​ឲ្យ​ដេក, ដាក់​ឲ្យ​ដេក: ផ្ដេក​កូន, ផ្ដេក​សសរ ។ ផ្ដេក​ចិត្ត បង្អោន​បន្ទន់​ចិត្ត​ឲ្យ​ស៊ប់​ទៅ​រក ។ ផ្ដេកផ្ដិត ជាប់​ចិត្ត​ដិត​នៅ​មិន​ងាក​មិន​បែរ: ស្រឡាញ់​ផ្ដេកផ្ដិត ។ ផ្ដេកផ្ដួល ផ្ដេក​ចិត្ត​ផ្ដួល​ខ្លួន ដោយ​ស្រឡាញ់​រាប់អាន​លើស​លុប ។ ផ្ដេក​ស្រូវ ផ្ដេក​គុម្ព​ស្រូវ​ទុំ​ឲ្យ​ដួល​រាប​រគេន ដើម្បី​ឲ្យ​ស្រួល​ច្រូត (ម. ព. ឈើ​ផ្ដេក ផង) ។</p>
ផ្ដេច	<p>(ម. ព. ផ្ដាច់) ។</p>
ផ្ដេសផ្ដាស	<p>ជើង ដ (និ. ជា គុ. ឬ កិ. វិ.) ដែល​ខ្ជីខ្ជា, ឥត​សណ្ដាប់​ធ្នាប់, ខុស​ផ្លូវ​ខុស​គន្លង, ខុស​របៀប, ខុស​ច្បាប់, តាម​តែ​ប្រទះ: សម្ដី​ផ្ដេសផ្ដាស, ការ​ផ្ដេសផ្ដាស; និយាយ​ផ្ដេសផ្ដាស, ធ្វើ​ផ្ដេសផ្ដាស ។</p>
ផ្ដែ	<p>ជើង ដ (ប.) ពាក្យ​សម្រាប់​និយាយ​ផ្សំ​នឹង​ពាក្យ ផ្ដាច់ ឬ ផ្ដាំ ថា: ផ្ដាច់​ផ្ដែ​កូន​ចៅ គឺ​ផ្ដាច់​កូន​ស្រី ឬ ចៅ​ស្រី​មិន​ឲ្យ​ទៅ​គេ​ដោយ​មាន​ដំណើរ​ទាស់​ឆ្គង​បន្តិចបន្តួច: ផ្ដែផ្ដាំ គឺ​ផ្ដាំ​ហើយ​ផ្ដាំ​ទៀត​ពី​នេះ​ខ្លះ​ពី​នោះ​ខ្លះ ។</p>
ផ្ដែក	<p>ជើង ដ (កិ.) លើក​ភារៈ​ឬ​កិច្ចការ​ទាំង​ស្រុង​ដាក់​ប្រគល់​ឲ្យ​ទៅ​អ្នក​ដទៃ​ដោយ​អាង​ថា​ស្រេច​នឹង​គេ ឬ​លើក​គំនិត​ផ្អែក​ទៅ​លើ​អ្នក​ដទៃ: ផ្ដែក​មុខ​ការ​ឲ្យ, ផ្ដែក​គំនិត​ទៅ​លើ​កូន ។</p>
ផ្ដែកវេរ	<p>ជើង ដ (កិ.) លើក​រលាស់​កិច្ចការ​ធុរៈ​ទាំងស្រុង ដាក់​ទៅ​លើ​អ្នក​ដទៃ មិន​ទទួល​ខុស​ត្រូវ​លើ​ខ្លួន​ថែម​ទាំង​ទាម​យក​គុណ​យក​ប្រយោជន៍​ដែល​ត្រូវ​បាន​នោះ​ផង: មិន​គួរ​បើក​មុខ​ការ​នេះ​មក​ផ្ដែក​វេរ​ឲ្យ​ខ្ញុំ​សោះ ។</p>
ផ្ដែរ	<p>ជើង ដ (ន.) ក្ដារ​រនាំង​បាំង​រាំង​ចន្លោះ​ដំបូល​ដែល​មាន​ជាន់​ពីរ: ផ្ដែរ​វិហារ, ផ្ដែរ​សាលា ។</p>
ផ្ដោត	<p>ជើង ដ (កិ. ឬ កិ. វិ.) តម្រង់​សំដៅ​ដូច​គេ​ដោត​ពី​លើ​ចុះ​ក្រោម​ដោយ​គ្រឿង​សស្ត្រាវុធ; ឬ​សត្វ​ស្លាប​ដែល​បោះ​ពួយ​ចុះ​ឬ​ក៏​ឆាប​សំដៅ​ដាក់: ផ្ដោត​ចុង​កាំបិត, ផ្ដោត​ចុង​កាំភ្លើង; ខ្សែ​បោះ​ពួយ​ផ្ដោត​ឆាប​ឆក់​កូន​មាន់ ។ ផ្ដោត​ចិត្ត តាំង​ចិត្ត​សំដៅ​ឆ្ពោះ​ទៅ​រក​អ្វីមួយ ។</p>
ផ្ដោម​ៗ	<p>ជើង ដ (កិ. វិ.) ដែល​សំពះ​លើក​ដាក់​ៗ ឬ​ឱន​ងើប​ៗ: សំពះ​ផ្ដោម​ៗ ។</p>
ផ្ដោះផ្ដង	<p>ជើង ដ (កិ. ឬ កិ. វិ.) និយាយ​បញ្ចៀស​វាសវាង​ឬ​បញ្ឆិត​បញ្ឆៀង​សាសព្ទ​អំពី​ហេតុ​ដើម​ ឬ​អំពី​បំណង​របស់​ខ្លួន ដោយ​សេចក្ដី​មិន​ឲ្យ​គេ​ចាប់​ដំណើរ​បាន: ផ្ដោះផ្ដង​ឲ្យ​ដឹង; និយាយ​ផ្ដោះផ្ដង, ច្រៀង​ផ្ដោះផ្ដង ។</p>
ផ្ដៅ	<p>ជើង ដ (ន.) ឈ្មោះ​វល្លិ​ដើម​រឹង​មួយ​ប្រភេទ​មាន​បន្លា​នៅ​ស្រទប, ធាង, ស្លឹក (ទីទៃ​ពី​រពាក់); ផ្ដៅ​មាន​ឈ្មោះ​ច្រើន​ប្រភេទ​គឺ ផ្ដៅ​ទឹក, ផ្ដៅ​ក្រែក, ផ្ដៅ​ឈ្វាំង, ផ្ដៅ​អារ៉េច, ផ្ដៅ​ដំបង, ព្រះ​ផ្ដៅ..., ជា​វល្លិ​មាន​ប្រយោជន៍​យ៉ាង​សំខាន់ ប្រើ​ការ​បាន​ច្រើន​យ៉ាង មាន​ប្រើ​ធ្វើ​ចំណង​និង​ធ្វើ​កៅអី​ជាដើម ។</p>
ផ្ដុំ	<p>ជើង ដ (កិ.) ធ្វើ​ឲ្យ​ជា​ដុំ; ប្រមូល, រួបរួម​ឲ្យ​ជា​ដុំ​ឬ​ជា​ពួក: ផ្ដុំ​គ្នា​នៅ​មុខ​សាលា​រៀន ។</p>
ផ្ដាំ	<p>ជើង ដ (កិ.) ផ្ញើ​ពាក្យ, ផ្ញើ​សំដី; ពោល​ពាក្យ​មាន​របៀប, មាន​កំណត់ ទុក​ឲ្យ​អ្នក​ទទួល​ស្ដាប់​ចង​ចាំ​ទៅ​មុខ ។ ផ្ដាំ​ផ្ញើ ផ្ញើ​បណ្ដាំ​ទៅ​មក​ដោយ​សារ​គេ ឬ​ផ្ញើ​សំដី​ទុក​ឲ្យ​អ្នក​ស្ដាប់​ចង​ចាំ​រៀង​ទៅ ។ ផ្ដាំ​ប្រដៅ ស្ដី​ប្រដៅ​ជា​បណ្ដាំ​ទុក​ឲ្យ​ចង​ចាំ​ត​ទៅ ។ ម្ល៉េះ​ហើយ​ផ្ដាំ​កូន ! ម្លេះ​ហើយ​រាង​ចាល​ផ្ដាំ​កូន​ឲ្យ​ចង​ចាំ​ទៅ​មុខ ។ ផ្គរ​ផ្ដាំ​ក្ដាម​ខ្យង ផ្គរ​ដែល​លាន់​ឮ​គ្រុម​ៗ​វែង​ៗ​ផ្ទួន​ៗ ច្រើន​តែ​មាន​នៅ​វេលា​ជិត​ភ្លឺ​ឬ​វេលា​ព្រឹក​ព្រហាម ដែល​មាន​ភ្លៀង​ជញ្ជ្រំ ក្នុង​សម័យ​ជា​ខាង​ចុង​នៃ​រដូវ​ភ្លៀង ហាក់​ដូច​
សំកាំង	<p>(កិ.) ឈប់​ទ្រឹង​នឹង​នៅ​មួយ​ស្របក់ ឬ​ធ្វើ​ឲ្យ​គាំង​នឹង​នៅ​មួយ​ស្របក់: សំកាំង​ដៃ, ដំរី​សំកាំង​ស្លឹក​ត្រចៀក, បក្សី​សំកាំង​ស្លាប ។ (ន.) ការ​ឈប់​ទ្រឹង​នឹង​នៅ​មួយ​ស្របក់, ឬ​ដំណើរ​ធ្វើ​ឲ្យ​គាំង​នឹង​នៅ​មួយ​ស្របក់: ឈប់​មួយ​សំកាំង, មួយ​សំកាំង​ដំរី ។ ឈ្មោះ​អាគម​មួយ​ប្រភេទ សម្រាប់​សូត្រ​សែក​បំភាន់​ស្មារតី​បច្ចាមិត្រ ឲ្យ​ស្រឡាំងកាំង​គាំង​ទ្រឹង​នឹង​នៅ​មួយ​ស្របក់​ៗ: អាគម​សំកាំង ។ ចេះ​សំកោក​សំកាំង ចេះ​អាគម​សំកោក​និង​សំកាំង (មាន​តែ​ពី​ក្នុង​សម័យ​បុរាណ​ព្រេង​នាយ) ។</p>
សំខាន់	<p>សំខាន់ (គុ.) ប្រសើរ, ថ្លៃថ្លា, លើស​លែង, ចំណាប់; ដែល​គួរ​ទុក​ជា​គ្រឿង​សម្គាល់, ដែល​គួរ​យក​ជា​បែប, ជា​គំរូ: របស់​សំខាន់, ការ​សំខាន់, សេចក្ដី​សំខាន់, ល្អ​សំខាន់, យ៉ាង​សំខាន់ (ម. ព. សម្លាក់​សំខាន់ ផង) ។</p>
សំខ្យា	<p>ស័ង-ខ្យា សំ. បា. (ន.) ការ​រាប់; ចំនួន​ដែល​ត្រូវ​រាប់, លេខ​ប្រាប់​ចំនួន; ឈ្មោះ; ការ​ត្រិះរិះ, តម្រិះ, ការ​រំពឹង​រក​ហេតុ​រក​ផល; គំនិត ។ សំខ្យា​សព្ទ ឬ សង្ខ្យា​សព្ទ​ប្រាប់​ចំនួន​នាម​នាម; មាន ២ យ៉ាង​គឺ បកតិ​សំខ្យា ការ​រាប់​ចំនួន​រាយ តាំង​ពី ១, ២, ៣, ៤, ៥, ដល់​អសំខេយ្យ; បូរណ​សំខ្យា ការ​រាប់​ចំនួន​ដែល​ជា​ថ្នាក់, ជា​ជាន់, ជា​ទី ដូច​ជា ទី​១, ទី​២, ទី​៣, ទី​៤, ទី​៥... ឬ​ថា គម្រប់, ជា​គម្រប់ ក៏​បាន ប្រើ​បាន​ពី​ត្រឹម គម្រប់ ២, គម្រប់, ជា​គម្រប់​៣ ជាដើម​ទៅ, ប្រើ​ថា គម្រប់ ១ មិន​បាន​ទេ​ព្រោះ​ពុំទាន់​មាន​ចំ
