(01) @GEN 7:3	<p-n>@Génesis 7:3</p-n>	También de las aves del cielo, trae siete machos y siete hembras, para preservar su descendencia sobre la superficie de toda la tierra.
(01) @GEN 7:4	<p-n>@Génesis 7:4</p-n>	Porque en siete días causaré que llueva sobre la tierra durante cuarenta días y cuarenta noches. Destruiré de la superficie de la tierra todo ser viviente que he hecho." 
(01) @GEN 7:5	<p-n>@Génesis 7:5</p-n>	Noé hizo todo lo que el SEÑOR le ordenó.
(01) @GEN 7:6	<p-n>@Génesis 7:6</p-n>	Noé tenía seiscientos años cuando vino el diluvio sobre la tierra. 
(01) @GEN 7:7	<p-n>@Génesis 7:7</p-n>	Noé, sus hijos, su esposa, y las esposas de sus hijos entraron juntos al arca a causa de las aguas del diluvio.
(01) @GEN 7:8	<p-n>@Génesis 7:8</p-n>	Animales limpios y animales no limpios, aves, y todo lo que se arrastra sobre la tierra, 
(01) @GEN 7:9	<p-n>@Génesis 7:9</p-n>	de dos en dos, macho y hembra, vinieron a Noé y entraron al arca, tal como Dios había mandado a Noé. 
(01) @GEN 7:10	<p-n>@Génesis 7:10</p-n>	Sucedió que luego de los siete días, las aguas del diluvio vinieron sobre la tierra.
(01) @GEN 7:11	<p-n>@Génesis 7:11</p-n>	En el año seiscientos de la vida de Noé, en el segundo mes, en el día diecisiete del mes, en el mismo día, todas las fuentes del gran abismo se abrieron, y las ventanas de los cielos fueron abiertas. 
(01) @GEN 7:12	<p-n>@Génesis 7:12</p-n>	La lluvia comenzó y cayó en la tierra por cuarenta días y cuarenta noches.
(01) @GEN 7:13	<p-n>@Génesis 7:13</p-n>	En ese mismo día Noé y sus hijos, Sem, Cam y Jafet, y la esposa de Noé, y las tres esposas de los hijos de Noé con ellos, entraron al arca. 
(01) @GEN 7:14	<p-n>@Génesis 7:14</p-n>	Ellos entraron junto con cada animal salvaje según su especie, y cada tipo de ganado según su clase, y cada cosa que se arrastra sobre la tierra, según su especie, y todo tipo de ave, según su especie, cada clase de criatura con alas.
(01) @GEN 7:15	<p-n>@Génesis 7:15</p-n>	Dos de toda carne en el cual estaba el aliento de vida vinieron a Noé y entraron al arca. 
(01) @GEN 7:16	<p-n>@Génesis 7:16</p-n>	Los animales que entraron eran macho y hembra de toda carne; ellos entraron tal como Dios le había ordenado. Entonces el SEÑOR cerró la puerta detrás de ellos.
(01) @GEN 7:17	<p-n>@Génesis 7:17</p-n>	Entonces la inundación vino sobre la tierra por cuarenta días, y el agua aumentó y levantó el arca y lo elevo sobre la tierra. 
(01) @GEN 7:18	<p-n>@Génesis 7:18</p-n>	Las aguas cubrieron completamente sobre la tierra, y el arca flotó sobre la superficie del agua.
(01) @GEN 7:21	<p-n>@Génesis 7:21</p-n>	Todos los seres vivientes que se movían sobre la tierra murieron: las aves, el ganado, los animales salvajes, todas las criaturas vivientes que vivían en grandes números sobre la tierra, y toda la humanidad. 
(01) @GEN 7:22	<p-n>@Génesis 7:22</p-n>	Todos los seres vivientes que vivían en la tierra, que respiraban el aliento de vida a través de sus narices, murieron.
(01) @GEN 7:23	<p-n>@Génesis 7:23</p-n>	Así que toda cosa viviente que estaba sobre la superficie de la tierra fue aniquilada, desde la humanidad hasta los grandes animales, hasta las cosas que se arrastran, y hasta las aves del cielo. Todas fueron destruidas de la tierra. Sólo Noé y los que estaban con él en el arca, quedaron. 
(01) @GEN 7:24	<p-n>@Génesis 7:24</p-n>	El agua prevaleció sobre la tierra por ciento cincuenta días.
(01) @GEN 8:1	<p-n>@Génesis 8:1</p-n>	Dios consideró a Noé, a todos los animales salvajes, y a todo el ganado que estaba con él en el arca. Dios hizo que soplara un viento sobre la tierra, y las aguas comenzaron a retroceder. 
(01) @GEN 8:2	<p-n>@Génesis 8:2</p-n>	Las fuentes del abismo y las ventanas del cielo fueron cerradas, y dejó de llover. 
(01) @GEN 8:3	<p-n>@Génesis 8:3</p-n>	Las aguas del diluvio retrocedieron lentamente de la tierra, y al finalizar ciento cincuenta días, las aguas habían bajado.
(01) @GEN 8:4	<p-n>@Génesis 8:4</p-n>	El arca vino a reposar en el séptimo mes, en el día diecisiete del mes, sobre las montañas de Ararat. 
(01) @GEN 8:5	<p-n>@Génesis 8:5</p-n>	Las aguas continuaron bajando hasta el décimo mes. En el primer día del mes, los topes de las montañas aparecieron.
(01) @GEN 8:6	<p-n>@Génesis 8:6</p-n>	Sucedió después de cuarenta días que Noé abrió la ventana del arca que él había hecho. 
(01) @GEN 8:7	<p-n>@Génesis 8:7</p-n>	Él envió afuera un cuervo y éste voló de ida y vuelta hasta que el agua se secó de la tierra.
(01) @GEN 8:8	<p-n>@Génesis 8:8</p-n>	Entonces él envió afuera una paloma para ver si las aguas habian descendido de la superficie de la tierra, 
(01) @GEN 8:9	<p-n>@Génesis 8:9</p-n>	pero la paloma no encontró lugar dónde reposar su pata, y ella retornó a él en el arca, porque las aguas todavía cubrían toda la tierra. Él la alcanzó con la mano y la metió en el arca con él.
(01) @GEN 8:10	<p-n>@Génesis 8:10</p-n>	Él esperó otros siete días y nuevamente envió la paloma fuera del arca. 
(01) @GEN 8:11	<p-n>@Génesis 8:11</p-n>	La paloma regresó a él al atardecer. Mira, en su pico había una hoja de oliva recién arrancada. Así que Noé supo que el agua se había retirado de la tierra. 
(01) @GEN 8:12	<p-n>@Génesis 8:12</p-n>	Él esperó otros siete días, y nuevamente envió fuera la paloma. Ella no regresó nuevamente a él.
(01) @GEN 8:13	<p-n>@Génesis 8:13</p-n>	Aconteció que en el año seisientos uno, en el primer mes, en el día primero del mes, que las aguas se secaron de la tierra. Noé removió la cubierta del arca, miró afuera, y vio que, miren, la superficie de la tierra estaba seca. 
(01) @GEN 8:14	<p-n>@Génesis 8:14</p-n>	En el segundo mes, en el día veintisiete del mes, la tierra estaba seca.
(01) @GEN 8:15	<p-n>@Génesis 8:15</p-n>	Dios le dijo a Noé: 
(01) @GEN 8:16	<p-n>@Génesis 8:16</p-n>	"Salgan fuera del arca, tú, tu esposa, tus hijos, y las esposas de tus hijos. 
(01) @GEN 8:17	<p-n>@Génesis 8:17</p-n>	Saca contigo toda criatura viviente de toda carne que está contigo, incluyendo las aves, los animales, y toda cosa rastrera que se arrastra sobre la tierra, de manera que abunden sobre la tierra, fructifiquen, y se multipliquen sobre la tierra."
(01) @GEN 8:18	<p-n>@Génesis 8:18</p-n>	Así que Noé salió con sus hijos, su esposa y las esposas de sus hijos con él. 
(01) @GEN 8:19	<p-n>@Génesis 8:19</p-n>	Toda criatura viviente, toda cosa rastrera, y toda ave, todo lo que se mueve sobre la tierra, según la familia a la que pertenecen, dejaron el arca.
(01) @GEN 8:20	<p-n>@Génesis 8:20</p-n>	Noé construyó un altar al SEÑOR. El tomó algunos de los animales limpios y algunas de las aves limpias, y ofreció ofrendas quemadas en el altar. 
(01) @GEN 8:21	<p-n>@Génesis 8:21</p-n>	El SEÑOR olió el aroma agradable y dijo en Su corazón: "No volveré a maldecir la tierra por causa de la humanidad, a pesar de que su corazón está inclinado al mal desde su niñez. Ni jamás volveré a destruir todo lo que vive como lo he hecho. 
(01) @GEN 8:22	<p-n>@Génesis 8:22</p-n>	Mientras la tierra permanezca, las épocas de siembra y cosecha, el frío y calor, el verano e invierno, y el día y noche no cesarán."
(01) @GEN 9:1	<p-n>@Génesis 9:1</p-n>	Entonces Dios bendijo a Noé y a sus hijos, y les dijo a ellos: "Sean fructíferos, multiplíquense, y llenen la tierra. 
(01) @GEN 9:2	<p-n>@Génesis 9:2</p-n>	El miedo a ustedes y el pavor hacia ustedes estarán sobre todo animal viviente en la tierra, sobre toda ave en el cielo, sobre todo lo que se mueve bajito sobre la tierra, y sobre todos los peces del mar. Ellos te son dados en tus manos.
(01) @GEN 9:3	<p-n>@Génesis 9:3</p-n>	Toda cosa que se mueve y que está viva será alimento para ustedes. Tal como les di las plantas verdes, ahora les doy todo. 
(01) @GEN 9:4	<p-n>@Génesis 9:4</p-n>	Pero no deben comer carne que tenga su vida-- la cual es su sangre-- dentro de ella.
(01) @GEN 9:5	<p-n>@Génesis 9:5</p-n>	Pero de la sangre de ustedes, la vida que está en su sangre, Yo requeriré un pago. De la mano de todo animal lo requeriré. De la mano de cualquier hombre, eso es, de la mano de aquél quien haya asesinado a su hermano, Yo le pediré cuentas por la vida de ese hombre. 
(01) @GEN 9:6	<p-n>@Génesis 9:6</p-n>	Cualquiera que derrame la sangre de un hombre, por un hombre será su sangre derramada, porque fue en la imagen de Dios que Él hizo al hombre. 
(01) @GEN 9:7	<p-n>@Génesis 9:7</p-n>	En cuanto a ustedes, sean fructíferos y multiplíquense, espárzanse a través de la tierra y multiplíquense sobre ella."
(01) @GEN 9:8	<p-n>@Génesis 9:8</p-n>	Entonces Dios le habló a Noé y a sus hijos con él, diciendo: 
(01) @GEN 9:9	<p-n>@Génesis 9:9</p-n>	"En cuanto a Mí, ¡escuchen! Voy a establecer un pacto contigo y con tus descendientes después de ti, 
(01) @GEN 9:10	<p-n>@Génesis 9:10</p-n>	y con toda criatura viva que está contigo, con las aves, con el ganado, y con toda criatura de la tierra contigo, de todo lo que salió del arca, hasta toda criatura viviente en la tierra.
(01) @GEN 9:11	<p-n>@Génesis 9:11</p-n>	Por la presente establezco mi pacto con ustedes, que nunca más toda carne será destruida por las aguas de un diluvio. Nunca más habrá un diluvio para destruir la tierra." 
(01) @GEN 9:12	<p-n>@Génesis 9:12</p-n>	Dios dijo: "Esta es la señal de mi pacto, el cual hago entre ustedes y yo y toda criatura viviente que está con ustedes, para todas las futuras generaciones: 
(01) @GEN 9:13	<p-n>@Génesis 9:13</p-n>	Yo he puesto mi arcoiris en la nube, y será la señal del pacto entre Yo y la tierra.
(01) @GEN 9:14	<p-n>@Génesis 9:14</p-n>	Y acontecerá cuando Yo traiga una nube sobre la tierra y el arcoiris sea visto en la nube, 
(01) @GEN 9:15	<p-n>@Génesis 9:15</p-n>	entonces yo recordaré Mi pacto, el cual es entre Yo y ustedes y toda criatura viviente de toda carne. Las aguas nunca más se convertirán en un diluvio para destruir toda carne.
(01) @GEN 9:16	<p-n>@Génesis 9:16</p-n>	El arcoiris estará en las nubes y Yo lo veré, para así conmemorar el pacto eterno entre Díos y toda criatura viviente de toda carne que está sobre la tierra." 
(01) @GEN 9:17	<p-n>@Génesis 9:17</p-n>	Entonces Dios dijo a Noé: "Ésta es la señal del pacto que Yo he establecido entre Yo y toda carne que está sobre la tierra."
(01) @GEN 9:18	<p-n>@Génesis 9:18</p-n>	Los hijos de Noé que salieron del arca eran Sem, Cam y Jafet. Cam fue el padre de Canaán. 
(01) @GEN 9:19	<p-n>@Génesis 9:19</p-n>	Estos tres fueron los hijos de Noé, y de éstos, toda la tierra fue poblada.
(01) @GEN 9:20	<p-n>@Génesis 9:20</p-n>	Noé empezó a ser agricultor, y plantó una viña. 
(01) @GEN 9:21	<p-n>@Génesis 9:21</p-n>	Él bebió algo del vino y se emborrachó. Estaba acostado sin cubrirse en su tienda.
(01) @GEN 9:22	<p-n>@Génesis 9:22</p-n>	Entonces Cam, padre de Canaán, vio la desnudez de su padre y lo dijo a sus dos hermanos afuera. 
(01) @GEN 9:23	<p-n>@Génesis 9:23</p-n>	Entonces Sem y Jafet tomaron un manto y lo pusieron sobre los hombros de ambos, y caminaron de espaldas y cubrieron la desnudez de su padre. Sus caras estaban mirando hacia el otro lado, así que ellos no vieron la desnudez de su padre.
(01) @GEN 9:24	<p-n>@Génesis 9:24</p-n>	Cuando Noé despertó de su borrachera, supo lo que su hijo menor le había hecho. 
(01) @GEN 9:25	<p-n>@Génesis 9:25</p-n>	Así él dijo: "Maldito sea Canaán. Que él sea sirviente de los sirvientes de sus hermanos."
(01) @GEN 9:26	<p-n>@Génesis 9:26</p-n>	También dijo: "Que el SEÑOR, el Dios de Sem, sea bendecido, y que Canaán sea su sirviente. 
(01) @GEN 9:27	<p-n>@Génesis 9:27</p-n>	Que Dios extienda el territorio de Jafet, y le deje hacer su hogar en las tiendas de Sem. Que Canaán sea su sirviente."
(01) @GEN 9:28	<p-n>@Génesis 9:28</p-n>	Luego del diluvio, Noé vivió trescientos cincuenta años. 
(01) @GEN 9:29	<p-n>@Génesis 9:29</p-n>	Todos los días de Noé fueron novecientos cincuenta años, y luego murió.
(01) @GEN 10:1	<p-n>@Génesis 10:1</p-n>	Estos fueron los descendientes de los hijos de Noé, eso es, Sem, Cam y Jafet. Les nacieron hijos a ellos después del diluvio.
(01) @GEN 10:2	<p-n>@Génesis 10:2</p-n>	Los hijos de Jafet eran Gomer, Magog, Madai, Javán, Tubal, Mesec y Tiras. 
(01) @GEN 10:3	<p-n>@Génesis 10:3</p-n>	Los hijos de Gomer eran Askemaz, Rifat y Togarmá. 
(01) @GEN 10:4	<p-n>@Génesis 10:4</p-n>	Los hijos de Javán eran Elisa, Tarsis, Quitim y Dodanim. 
(01) @GEN 10:5	<p-n>@Génesis 10:5</p-n>	De estos, las personas de las costas se dividieron y se fueron a sus tierras, cada uno con su lenguaje propio, según sus familias, por sus naciones.
(01) @GEN 10:6	<p-n>@Génesis 10:6</p-n>	Los hijos de Cam eran Cus, Mizraim, Fut y Canaán. 
(01) @GEN 10:7	<p-n>@Génesis 10:7</p-n>	Los hijos de Cus eran Seba, Havila, Sabta, Raama y Sabteca. Los hijos de Raama eran Seba y Dedán.
(01) @GEN 10:8	<p-n>@Génesis 10:8</p-n>	Cus fue el padre de Nimrod, quien fue el primer conquistador de la tierra. 
(01) @GEN 10:9	<p-n>@Génesis 10:9</p-n>	Él fue un cazador muy destacado delante del SEÑOR. Por eso es que se dice: "Como Nimrod, un cazador muy poderoso delante del SEÑOR." 
(01) @GEN 10:10	<p-n>@Génesis 10:10</p-n>	Los primeros centros de su reino eran Babel, Erec, Acab y Calme, en la tierra de Sinar.
(01) @GEN 10:11	<p-n>@Génesis 10:11</p-n>	Desde esa tierra él fue a Asiria y construyó a Nínive, Rehobot, Ir, Cala, 
(01) @GEN 10:12	<p-n>@Génesis 10:12</p-n>	y Resén, que estaba entre Nínive y Cala. Era una ciudad grande. 
(01) @GEN 10:13	<p-n>@Génesis 10:13</p-n>	Mizraim fue el padre de los ludimitas, de los anamitas, de los lehabitas, naftuhimitas, 
(01) @GEN 10:14	<p-n>@Génesis 10:14</p-n>	los patrusimitas, los casluhimitas (de donde salieron los filisteos) y de los caftorimitas.
(01) @GEN 10:15	<p-n>@Génesis 10:15</p-n>	Canaán fue el padre de Sidón, su primogénito, y de Het, 
(01) @GEN 10:16	<p-n>@Génesis 10:16</p-n>	también de los jebuseos, de los amorreos, de los gereseos, 
(01) @GEN 10:17	<p-n>@Génesis 10:17</p-n>	de los heveos, de los araceos, de los sineos, 
(01) @GEN 10:18	<p-n>@Génesis 10:18</p-n>	los arvadeos, de los zemareos, y los hamateos. Después las familias de los cananeos se esparcieron.
(01) @GEN 10:19	<p-n>@Génesis 10:19</p-n>	La frontera de los cananeos era desde Sidón, hacía la dirección de Gerar, tan lejos como Gaza, y como uno va hacia Sodoma, Gomorra, Adma, y Zeboim, tan lejos como Lasa. 
(01) @GEN 10:20	<p-n>@Génesis 10:20</p-n>	Estos eran los hijos de Cam, por sus familias, por sus lenguajes, en sus tierras, y en sus naciones.
(01) @GEN 10:21	<p-n>@Génesis 10:21</p-n>	También le nacieron hijos a Sem, el hermano mayor de Jafet. Sem también fue el antepasado de toda las personas de Heber. 
(01) @GEN 10:22	<p-n>@Génesis 10:22</p-n>	Los hijos de Sem eran Elam, Asur, Arfaxad, Lud y Aram. 
(01) @GEN 10:23	<p-n>@Génesis 10:23</p-n>	Los hijos de Aram eran Uz, Hul, Geter y Mas.
(01) @GEN 10:24	<p-n>@Génesis 10:24</p-n>	Arfaxad fue el padre de Sela y Sela fue el padre de Heber. 
(01) @GEN 10:25	<p-n>@Génesis 10:25</p-n>	Heber tuvo dos hijos. El nombre de uno fue Peleg, porque en sus días la tierra estaba dividida. El nombre de su hermano era Joctán.
(01) @GEN 10:26	<p-n>@Génesis 10:26</p-n>	Joctán fue el padre de Almodad, Selef, Hazar Mavet, Jera, 
(01) @GEN 10:27	<p-n>@Génesis 10:27</p-n>	Adoram, Uzal, Dicla, 
(01) @GEN 10:28	<p-n>@Génesis 10:28</p-n>	Obal, Abimael, Seba, 
(01) @GEN 10:29	<p-n>@Génesis 10:29</p-n>	Ofir, Havila y Jobab. Todos estos eran los hijos de Joctán.
(01) @GEN 10:30	<p-n>@Génesis 10:30</p-n>	Su territorio era desde Mesa hasta Sefar, la montaña del este. 
(01) @GEN 10:31	<p-n>@Génesis 10:31</p-n>	Estos fueron los hijos de Sem, según sus familias, sus lenguajes, en sus tierras, según sus naciones.
(01) @GEN 10:32	<p-n>@Génesis 10:32</p-n>	Estas fueron las familias de los hijos de Noé, según sus geneaologías, por sus naciones. De estas las naciones se separaron y se esparcieron sobre la tierra después del diluvio.
(01) @GEN 11:1	<p-n>@Génesis 11:1</p-n>	Ahora toda la tierra hablaba una sola lengua y tenía las mismas palabras. 
(01) @GEN 11:2	<p-n>@Génesis 11:2</p-n>	Mientrás ellos viajaban por el este, encontraron un llano en la tierra de Sinar y se establecieron allí.
(01) @GEN 11:3	<p-n>@Génesis 11:3</p-n>	Se decían el uno al otro: "Vengan, hagamos ladrillos y horneémoslos completamente." Tenían ladrillos en vez de piedra y brea en vez de mezcla. 
(01) @GEN 11:4	<p-n>@Génesis 11:4</p-n>	Dijeron: "Vengan, construyámonos una ciudad y una torre cuya cima alcance hasta el cielo, y hagámonos un nombre para nosotros mismos. Si no lo hacemos, seremos dispersados por la superficie de toda la tierra."
(01) @GEN 11:5	<p-n>@Génesis 11:5</p-n>	Así que el SEÑOR descendió para ver la ciudad y la torre que habían construido los descendientes de Adán. 
(01) @GEN 11:6	<p-n>@Génesis 11:6</p-n>	El SEÑOR dijo: "Miren, ¡son un solo pueblo con la misma lengua, y están comenzando a hacer esto! Pronto, nada de lo que intenten hacer, se les hará imposible. 
(01) @GEN 11:7	<p-n>@Génesis 11:7</p-n>	Vengan, descendamos y confundamos su lengua allí, para que no se entiendan los unos a los otros."
(01) @GEN 11:8	<p-n>@Génesis 11:8</p-n>	Así que el SEÑOR los dispersó por toda la superficie de la tierra y dejaron de construir la ciudad. 
(01) @GEN 11:9	<p-n>@Génesis 11:9</p-n>	Por lo tanto, se llamó su nombre Babel, porque allí el SEÑOR confundió la lengua de toda la tierra y desde ahí el SEÑOR los dispersó por la superficie de toda la tierra.
(01) @GEN 11:10	<p-n>@Génesis 11:10</p-n>	Estos fueron los descendientes de Sem. Sem tenía cien años y vino a ser el padre de Arfaxad dos años después del diluvio. 
(01) @GEN 11:11	<p-n>@Génesis 11:11</p-n>	Sem vivió quinientos años después de que vino a ser el padre de Arfaxad. También fue el padre de otros hijos e hijas.
(01) @GEN 11:12	<p-n>@Génesis 11:12</p-n>	Cuando Arfaxad había vivido treinta y cinco años, vino a ser el padre de Sala. 
(01) @GEN 11:13	<p-n>@Génesis 11:13</p-n>	Arfaxad vivió cuatrocientos tres años después de que vino a ser el padre de Sala. Tambien vino a ser el padre de otros hijos e hijas.
(01) @GEN 11:14	<p-n>@Génesis 11:14</p-n>	Luego de Sala haber vivido treinta años, vino a ser el padre de Heber. 
